# L1420 (Up to date)
# 680 data points written for 9 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (96.3 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Stability margin calibers (?),Drag coefficient (?)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0,0,0,-2.8127,0,0,0,NaN,1.3008
0.01,0,0,55.924,0,0,0,NaN,1.3008
0.02,0.0027968,0.55938,114.69,0,0,0,NaN,0.94513
0.03,0.014126,1.7065,172.98,0,0,0,NaN,0.73084
0.04,0.039841,3.4366,197.86,0,0,0,NaN,0.63768
# Event LIFTOFF occurred at t=0.05 seconds
0.05,0.084103,5.4158,202.57,0,0,0,NaN,0.58862
0.06,0.14839,7.4423,207.3,0,0,0,NaN,0.55858
0.07,0.23318,9.5162,212.04,0,0,0,NaN,0.5374
0.08,0.33895,11.637,216.78,0,0,0,NaN,0.52126
0.09,0.46617,13.806,221.53,0,0,0,NaN,0.50833
0.1,0.61531,16.022,226.28,0,0,0,NaN,0.49761
0.11,0.78685,18.286,231.03,0,0,0,NaN,0.48849
0.12,0.98126,20.597,234.8,0,0,0,NaN,0.48058
0.13,1.199,22.946,235.03,0,0,0,NaN,0.47364
0.14,1.4402,25.297,234.94,0,0,0,NaN,0.46756
0.15,1.7049,27.648,234.85,0,0,0,NaN,0.46217
0.16,1.9931,29.997,234.76,0,0,0,NaN,0.45734
0.17,2.3049,32.346,234.67,0,0,0,NaN,0.45298
0.18,2.64,34.693,234.58,0,0,0,NaN,0.44902
0.19,2.9987,37.04,234.48,0,0,0,NaN,0.44538
0.2,3.3808,39.386,234.39,0,0,0,NaN,0.44203
0.21,3.7864,41.73,234.29,0,0,0,NaN,0.4414
0.22,4.2154,44.074,234.2,0,0,0,NaN,0.44141
0.23,4.6679,46.417,234.1,0,0,0,NaN,0.44143
0.24,5.1438,48.759,234,0,0,0,NaN,0.44146
0.25,5.6431,51.1,233.9,0,0,0,NaN,0.44148
0.26,6.1658,53.44,233.8,0,0,0,NaN,0.4415
0.27,6.7119,55.779,233.69,0,0,0,NaN,0.44152
0.28,7.2813,58.116,233.59,0,0,0,NaN,0.44155
0.29,7.8742,60.453,233.49,0,0,0,NaN,0.44158
0.3,8.4904,62.789,233.38,0,0,0,NaN,0.4416
0.31,9.13,65.124,233.27,0,0,0,NaN,0.44163
0.32,9.7929,67.457,233.17,0,0,0,NaN,0.44166
# Event LAUNCHROD occurred at t=0.33 seconds
0.33,10.479,69.79,233.06,0,0,0,3.2464,0.44169
0.345,11.552,73.287,232.82,7.8103e-7,-180,1.0503e-4,3.2497,0.44174
0.3675,13.26,78.527,232.44,5.0071e-6,-180,2.7264e-4,3.2548,0.44181
0.40125,16.043,86.376,231.88,1.8711e-5,-180,5.4301e-4,3.2625,0.44193
0.45125,20.652,97.98,231.03,5.6741e-5,-180,9.8686e-4,3.274,0.44214
0.50125,25.84,109.55,231.36,1.1825e-4,-180,0.0014818,3.2877,0.44236
0.55125,31.607,121.14,232.7,2.0574e-4,-180,0.0020261,3.3016,0.44261
0.60125,37.955,132.79,234.02,3.2166e-4,-180,0.0026182,3.3157,0.44289
0.65125,44.888,144.51,235.33,4.6834e-4,-180,0.0032591,3.3299,0.4432
0.70125,52.408,156.3,236.61,6.4859e-4,179.99,0.0039632,3.3443,0.44353
0.75125,60.519,168.14,237.88,8.661e-4,179.98,0.0047516,3.3589,0.4439
0.80125,69.224,180.06,239.13,0.0011252,179.95,0.0056297,3.3736,0.44429
0.85125,78.526,192.03,240.35,0.0014309,179.91,0.0066147,3.3885,0.44471
0.90125,88.428,204.06,241.55,0.0017888,179.86,0.0077266,3.4036,0.44516
0.95125,98.934,216.16,242.74,0.002206,179.81,0.008988,3.4188,0.44564
1.0013,110.05,228.31,244.23,0.0026905,179.75,0.010421,3.4343,0.44614
1.0513,121.77,240.53,245.95,0.0032513,179.69,0.012043,3.4502,0.44669
1.1013,134.1,252.85,247.66,0.0038984,179.65,0.013874,3.4666,0.44726
1.1513,147.05,265.24,249.34,0.0046423,179.62,0.015914,3.4831,0.44787
1.2013,160.63,277.72,251.01,0.0054933,179.6,0.018159,3.4998,0.44851
1.2513,174.83,290.29,252.65,0.0064615,179.58,0.020599,3.5167,0.44918
1.3013,189.66,302.93,254.26,0.0075562,179.56,0.02321,3.5338,0.44989
1.3513,205.12,315.66,255.84,0.0087853,179.53,0.025977,3.5511,0.45063
1.4013,221.23,328.46,257.4,0.010156,179.5,0.028883,3.5686,0.45141
1.4513,237.97,341.34,258.93,0.011676,179.46,0.031928,3.5863,0.45223
1.5013,255.36,354.3,258.7,0.013351,179.41,0.03512,3.6042,0.45308
1.5513,273.4,367.24,256.97,0.01519,179.36,0.038432,3.6223,0.45396
1.6013,292.08,380.1,255.19,0.017196,179.3,0.04185,3.6406,0.45487
1.6513,311.41,392.86,253.39,0.019376,179.24,0.045371,3.659,0.45581
1.7013,331.37,405.54,251.55,0.021735,179.18,0.04902,3.6776,0.45676
1.7513,351.96,418.12,249.67,0.024281,179.14,0.052817,3.6964,0.45774
1.8013,373.18,430.61,247.76,0.027019,179.1,0.056757,3.7153,0.45875
1.8513,395.02,443,245.81,0.029958,179.08,0.060848,3.7344,0.45978
1.9013,417.48,455.3,243.83,0.033106,179.06,0.065106,3.7536,0.46082
1.9513,440.55,467.49,241.82,0.036472,179.04,0.069548,3.773,0.46189
2.0013,464.22,479.58,238.99,0.040063,179.03,0.074131,3.7926,0.46298
2.0513,488.5,491.53,235.3,0.043887,179.02,0.078834,3.8117,0.46408
2.1013,513.37,503.3,231.55,0.047947,179.02,0.08358,3.8303,0.46519
2.1513,538.83,514.87,227.78,0.052243,179.02,0.088262,3.849,0.46631
2.2013,564.85,526.26,223.97,0.056771,179.02,0.092876,3.8678,0.46744
2.2513,591.45,537.45,220.14,0.061531,179.02,0.097545,3.8867,0.46857
2.3013,618.59,548.45,216.28,0.066527,179.02,0.10235,3.9058,0.46971
2.3513,646.29,559.26,212.4,0.07177,179.03,0.10744,3.9249,0.47085
2.4012,674.52,569.88,208.49,0.077278,179.04,0.1129,3.9442,0.47199
2.4512,703.27,580.3,204.64,0.083064,179.05,0.11859,3.9638,0.47313
2.5012,732.54,590.52,201.44,0.089137,179.08,0.12429,3.9833,0.47427
2.5512,762.32,600.58,198.34,0.09549,179.1,0.12983,4.0024,0.47542
2.6012,792.6,610.49,195.21,0.10212,179.11,0.13522,4.0213,0.47656
2.6512,823.36,620.24,192.06,0.10901,179.12,0.14056,4.0403,0.47771
2.7012,854.62,629.83,188.9,0.11617,179.13,0.14589,4.0596,0.47886
2.7512,886.34,639.27,185.72,0.1236,179.13,0.15142,4.079,0.48
2.8012,918.54,648.54,182.53,0.13132,179.14,0.15733,4.0985,0.48115
2.8512,951.2,657.66,179.33,0.13934,179.15,0.16353,4.1182,0.48229
2.9012,984.3,666.61,173.21,0.14767,179.16,0.1697,4.1381,0.48342
2.9512,1017.8,675.26,153.85,0.15631,179.16,0.17563,4.1576,0.48454
3.0012,1051.8,682.94,93.947,0.16523,179.15,0.18136,4.1754,0.48554
3.0512,1086.1,687.63,15.805,0.17443,179.15,0.18644,4.1881,0.48616
3.1012,1120.5,688.42,-44.792,0.18385,179.15,0.19036,4.196,0.48628
3.1512,1154.8,686.19,-61.217,0.19344,179.16,0.19327,4.1996,0.486
3.2012,1189.1,683.14,-74.978,0.20317,179.18,0.19605,4.1996,0.48561
# Event BURNOUT occurred at t=3.2512 seconds
3.2512,1223.1,679.41,-78.771,0.21304,179.19,0.1989,4.1981,0.48513
3.3012,1257,675.49,-78.144,0.22306,179.2,0.20173,4.196,0.48464
3.3512,1290.7,671.6,-77.524,0.23321,179.2,0.20443,4.1937,0.48415
3.4012,1324.2,667.73,-76.914,0.2435,179.2,0.20702,4.1913,0.48367
3.4512,1357.5,663.9,-76.314,0.25391,179.2,0.20953,4.189,0.48319
3.5012,1390.6,660.1,-75.724,0.26445,179.21,0.21195,4.1868,0.48272
3.5512,1423.5,656.33,-75.144,0.27511,179.22,0.21439,4.1846,0.48226
3.6012,1456.2,652.59,-74.573,0.28589,179.23,0.21693,4.1823,0.4818
3.6512,1488.7,648.87,-74.011,0.29681,179.23,0.21969,4.1802,0.48135
3.7012,1521.1,645.19,-73.458,0.30786,179.23,0.22265,4.1781,0.4809
3.7512,1553.2,641.53,-72.914,0.31907,179.23,0.22537,4.1761,0.48046
3.8012,1585.2,637.9,-72.378,0.33039,179.24,0.22767,4.1741,0.48003
3.8512,1617,634.29,-71.851,0.34183,179.24,0.22962,4.1721,0.4796
3.9012,1648.7,630.71,-71.333,0.35336,179.25,0.2316,4.1702,0.47917
3.9512,1680.1,627.16,-70.824,0.36499,179.25,0.23376,4.1684,0.47876
4.0012,1711.4,623.63,-70.323,0.37674,179.26,0.23626,4.1665,0.47834
4.0512,1742.5,620.12,-69.829,0.38862,179.27,0.23897,4.1647,0.47793
4.1012,1773.4,616.64,-69.343,0.40063,179.27,0.24156,4.163,0.47753
4.1512,1804.1,613.19,-68.864,0.41277,179.28,0.24374,4.1612,0.47713
4.2012,1834.7,609.76,-68.393,0.425,179.28,0.24561,4.1595,0.47674
4.2512,1865.1,606.35,-67.928,0.43733,179.28,0.24754,4.1579,0.47635
4.3012,1895.3,602.96,-67.471,0.44976,179.29,0.24977,4.1562,0.47597
4.3512,1925.4,599.6,-67.02,0.46231,179.29,0.2522,4.1546,0.47559
4.4012,1955.3,596.26,-66.575,0.47498,179.3,0.25451,4.1531,0.47521
4.4512,1985,592.95,-66.138,0.48776,179.31,0.25663,4.1516,0.47484
4.5012,2014.6,589.65,-65.706,0.50064,179.31,0.25867,4.1501,0.47448
4.5512,2044,586.37,-65.281,0.51362,179.32,0.26064,4.1486,0.47412
4.6012,2073.2,583.12,-64.862,0.5267,179.32,0.2626,4.1472,0.47376
4.6512,2102.3,579.89,-64.449,0.53988,179.33,0.26461,4.1458,0.4734
4.7012,2131.2,576.68,-64.042,0.55316,179.33,0.26663,4.1445,0.47306
4.7512,2160,573.48,-63.64,0.56655,179.33,0.26868,4.1431,0.47271
4.8012,2188.6,570.31,-63.244,0.58003,179.34,0.27082,4.1418,0.47237
4.8512,2217,567.16,-62.854,0.59363,179.34,0.27305,4.1405,0.47203
4.9012,2245.3,564.03,-62.469,0.60734,179.35,0.27526,4.1393,0.4717
4.9512,2273.4,560.91,-62.09,0.62115,179.36,0.2773,4.1381,0.47137
5.0012,2301.4,557.82,-61.716,0.63506,179.36,0.27909,4.1369,0.47104
5.0512,2329.2,554.74,-61.347,0.64906,179.36,0.28077,4.1357,0.47072
5.1012,2356.9,551.68,-60.983,0.66314,179.37,0.28255,4.1347,0.4704
5.1512,2384.4,548.64,-60.624,0.67732,179.37,0.28451,4.1335,0.47009
5.2012,2411.7,545.62,-60.269,0.69159,179.37,0.28655,4.1324,0.46977
5.2512,2438.9,542.62,-59.92,0.70597,179.38,0.28859,4.1314,0.46947
5.3012,2466,539.63,-59.576,0.72045,179.38,0.29063,4.1303,0.46916
5.3512,2492.9,536.66,-59.235,0.73503,179.39,0.29258,4.1292,0.46886
5.4012,2519.6,533.7,-58.9,0.74971,179.39,0.29439,4.1282,0.46856
5.4512,2546.3,530.77,-58.569,0.76447,179.4,0.29609,4.1271,0.46827
5.5012,2572.7,527.85,-58.242,0.77932,179.4,0.29781,4.1261,0.46797
5.5512,2599,524.94,-57.92,0.79425,179.4,0.29956,4.1251,0.46769
5.6012,2625.2,522.06,-57.602,0.80927,179.4,0.30136,4.1241,0.4674
5.6512,2651.3,519.18,-57.288,0.82439,179.41,0.30321,4.1231,0.46712
5.7012,2677.1,516.33,-56.978,0.83959,179.41,0.30504,4.1222,0.46684
5.7512,2702.9,513.49,-56.672,0.85489,179.42,0.30682,4.1212,0.46656
5.8012,2728.5,510.66,-56.37,0.87027,179.42,0.30843,4.1202,0.46629
5.8512,2754,507.85,-56.072,0.88573,179.43,0.30997,4.1193,0.46602
5.9012,2779.3,505.05,-55.778,0.90127,179.43,0.31157,4.1184,0.46575
5.9512,2804.5,502.27,-55.488,0.91689,179.43,0.31323,4.1174,0.46548
6.0012,2829.5,499.5,-55.201,0.93259,179.44,0.315,4.1165,0.46522
6.0512,2854.4,496.75,-54.918,0.94839,179.44,0.31682,4.1156,0.46496
6.1012,2879.2,494.01,-54.639,0.96428,179.45,0.31861,4.1147,0.4647
6.1512,2903.8,491.29,-54.363,0.98025,179.45,0.3203,4.1139,0.46445
6.2012,2928.3,488.57,-54.09,0.9963,179.46,0.32192,4.113,0.4642
6.2512,2952.7,485.88,-53.821,1.0124,179.46,0.32348,4.1121,0.46395
6.3012,2976.9,483.19,-53.555,1.0287,179.47,0.32507,4.1113,0.4637
6.3512,3001,480.52,-53.293,1.0449,179.47,0.32674,4.1104,0.46346
6.4012,3024.9,477.86,-53.033,1.0613,179.47,0.32846,4.1096,0.46322
6.4512,3048.8,475.22,-52.777,1.0778,179.48,0.33021,4.1088,0.46298
6.5012,3072.5,472.59,-52.525,1.0943,179.48,0.33191,4.108,0.46274
6.5512,3096,469.97,-52.275,1.111,179.49,0.33355,4.1072,0.46251
6.6012,3119.5,467.36,-52.028,1.1277,179.49,0.3351,4.1064,0.46227
6.6512,3142.8,464.76,-51.784,1.1445,179.5,0.33661,4.1056,0.46205
6.7012,3165.9,462.18,-51.543,1.1614,179.5,0.33807,4.1048,0.46182
6.7512,3189,459.61,-51.305,1.1783,179.5,0.33951,4.104,0.46159
6.8012,3211.9,457.05,-51.07,1.1953,179.51,0.34096,4.1032,0.46137
6.8512,3234.7,454.5,-50.838,1.2124,179.51,0.34243,4.1025,0.46115
6.9012,3257.4,451.96,-50.609,1.2296,179.52,0.34399,4.1017,0.46093
6.9512,3279.9,449.44,-50.382,1.2468,179.52,0.3456,4.101,0.46071
7.0012,3302.3,446.93,-50.159,1.2641,179.53,0.34722,4.1002,0.4605
7.0512,3324.6,444.42,-49.938,1.2815,179.53,0.34885,4.0995,0.46029
7.1012,3346.7,441.93,-49.72,1.299,179.53,0.35041,4.0988,0.46008
7.1512,3368.8,439.45,-49.505,1.3166,179.54,0.35184,4.0981,0.45987
7.2012,3390.7,436.98,-49.292,1.3342,179.54,0.35317,4.0974,0.45966
7.2512,3412.5,434.52,-49.081,1.3519,179.54,0.35446,4.0967,0.45946
7.3012,3434.1,432.07,-48.873,1.3696,179.55,0.35576,4.096,0.45926
7.3512,3455.7,429.64,-48.667,1.3874,179.55,0.3571,4.0953,0.45906
7.4012,3477.1,427.21,-48.464,1.4053,179.55,0.35851,4.0947,0.45886
7.4512,3498.4,424.79,-48.263,1.4233,179.56,0.35999,4.094,0.45866
7.5012,3519.6,422.38,-48.064,1.4413,179.56,0.36149,4.0933,0.45847
7.5512,3540.6,419.98,-47.868,1.4594,179.57,0.36297,4.0926,0.45827
7.6012,3561.6,417.59,-47.674,1.4776,179.57,0.3644,4.092,0.45808
7.6512,3582.4,415.22,-47.482,1.4959,179.57,0.36577,4.0914,0.45789
7.7012,3603.1,412.85,-47.292,1.5142,179.57,0.36708,4.0908,0.45771
7.7512,3623.7,410.49,-47.105,1.5326,179.58,0.36833,4.0901,0.45752
7.8012,3644.1,408.14,-46.919,1.551,179.58,0.36955,4.0894,0.45734
7.8512,3664.5,405.79,-46.736,1.5695,179.58,0.37077,4.0888,0.45716
7.9012,3684.7,403.46,-46.555,1.5881,179.59,0.37204,4.0883,0.45698
7.9512,3704.8,401.14,-46.375,1.6068,179.59,0.37336,4.0877,0.4568
8.0012,3724.8,398.82,-46.198,1.6255,179.59,0.37469,4.0871,0.45662
8.0512,3744.7,396.52,-46.023,1.6442,179.6,0.37602,4.0864,0.45644
8.1012,3764.5,394.22,-45.85,1.6631,179.6,0.37731,4.0858,0.45627
8.1512,3784.1,391.93,-45.678,1.682,179.6,0.37856,4.0853,0.4561
