Time,Altitude,Velocity,Temperature (F),Voltage
12.40,4890,228,67.15,9.40
12.45,4900,225,67.15,9.40
12.50,4912,222,67.15,9.40
12.55,4922,219,67.15,9.40
12.60,4933,217,67.15,9.40
12.65,4944,214,67.15,9.40
12.70,4955,213,67.15,9.40
12.75,4964,212,67.17,9.40
12.80,4976,211,67.15,9.40
12.85,4986,210,67.17,9.40
12.90,4997,209,67.17,9.40
12.95,5007,207,67.17,9.40
13.00,5017,205,67.17,9.40
13.05,5027,204,67.17,9.40
13.10,5038,202,67.17,9.40
13.15,5048,201,67.17,9.40
13.20,5057,199,67.17,9.40
13.25,5067,198,67.17,9.40
13.30,5078,196,67.17,9.40
13.35,5087,195,67.17,9.40
13.40,5096,193,67.17,9.40
13.45,5106,192,67.17,9.40
13.50,5116,192,67.17,9.40
13.55,5125,190,67.17,9.40
13.60,5135,188,67.17,9.40
13.65,5144,186,67.17,9.40
13.70,5154,184,67.17,9.40
13.75,5162,181,67.17,9.40
13.80,5171,179,67.17,9.40
13.85,5180,178,67.17,9.40
13.90,5189,176,67.17,9.40
13.95,5198,175,67.17,9.40
14.00,5206,174,67.17,9.40
14.05,5215,173,67.17,9.40
14.10,5224,172,67.17,9.40
14.15,5232,170,67.17,9.40
14.20,5241,169,67.17,9.40
14.25,5248,167,67.17,9.40
14.30,5258,165,67.17,9.40
14.35,5266,163,67.17,9.40
14.40,5273,160,67.17,9.40
14.45,5281,158,67.17,9.40
14.50,5289,156,67.17,9.40
14.55,5297,155,67.15,9.40
14.60,5305,153,67.15,9.40
14.65,5312,150,67.15,9.40
14.70,5319,148,67.15,9.40
14.75,5327,146,67.17,9.40
14.80,5334,143,67.17,9.40
14.85,5341,141,67.17,9.40
14.90,5348,138,67.17,9.40
14.95,5355,136,67.17,9.40
15.00,5361,135,67.15,9.40
15.05,5368,134,67.15,9.40
15.10,5374,134,67.15,9.40
15.15,5381,134,67.17,9.40
15.20,5389,133,67.15,9.40
15.25,5395,131,67.17,9.40
15.30,5401,130,67.17,9.40
15.35,5407,128,67.15,9.40
15.40,5414,126,67.17,9.40
15.45,5420,125,67.17,9.40
15.50,5426,124,67.15,9.40
15.55,5433,123,67.17,9.40
15.60,5439,120,67.17,9.40
15.65,5444,118,67.17,9.40
15.70,5450,115,67.15,9.40
15.75,5456,112,67.17,9.40
15.80,5462,110,67.15,9.40
15.85,5466,107,67.17,9.40
15.90,5472,105,67.17,9.40
15.95,5477,103,67.17,9.40
16.00,5482,102,67.17,9.40
16.05,5487,100,67.17,9.40
16.10,5492,100,67.17,9.40
16.15,5497,99,67.17,9.40
16.20,5501,97,67.17,9.40
16.25,5508,95,67.17,9.40
16.30,5511,93,67.17,9.40
16.35,5516,91,67.17,9.40
16.40,5520,90,67.17,9.40
16.45,5524,89,67.17,9.40
16.50,5529,88,67.17,9.40
16.55,5534,87,67.17,9.40
16.60,5538,86,67.19,9.40
16.65,5542,84,67.17,9.40
16.70,5546,82,67.17,9.40
16.75,5550,81,67.19,9.40
16.80,5554,78,67.19,9.40
16.85,5559,77,67.17,9.40
16.90,5561,75,67.17,9.40
16.95,5565,74,67.17,9.40
17.00,5569,72,67.19,9.40
17.05,5573,71,67.19,9.40
17.10,5576,70,67.17,9.40
17.15,5579,69,67.17,9.40
17.20,5583,67,67.19,9.40
17.25,5586,65,67.17,9.40
17.30,5590,63,67.19,9.40
17.35,5593,61,67.19,9.40
17.40,5594,59,67.19,9.40
17.45,5598,58,67.19,9.40
17.50,5601,58,67.19,9.40
17.55,5604,58,67.19,9.40
17.60,5607,57,67.19,9.40
17.65,5610,56,67.19,9.40
17.70,5612,54,67.17,9.40
17.75,5615,52,67.19,9.40
17.80,5618,50,67.17,9.40
17.85,5620,48,67.19,9.40
17.90,5622,46,67.19,9.40
17.95,5624,43,67.17,9.40
18.00,5627,41,67.17,9.40
18.05,5629,40,67.19,9.40
18.10,5629,38,67.19,9.40
18.15,5632,37,67.17,9.40
18.20,5634,36,67.19,9.40
18.25,5636,34,67.19,9.40
18.30,5638,32,67.19,9.40
18.35,5639,30,67.19,9.40
18.40,5639,28,67.19,9.40
18.45,5642,27,67.19,9.40
18.50,5642,27,67.17,9.40
18.55,5645,27,67.17,9.40
18.60,5645,26,67.17,9.40
18.65,5647,24,67.19,9.40
18.70,5648,22,67.17,9.40
18.75,5649,19,67.17,9.40
18.80,5650,-1,67.19,9.40
18.85,5650,-37,67.17,9.40
18.90,5651,-68,67.17,9.40
18.95,5651,-91,67.17,9.40
19.00,5651,-75,67.17,9.40
19.05,5585,0,67.17,9.40
19.10,5047,114,67.15,9.40
19.15,5674,267,67.15,9.40
19.20,5678,447,67.15,9.40
19.25,5677,600,67.15,9.40
19.30,5685,701,67.17,9.40
19.35,5783,723,67.15,9.40
19.40,5881,631,67.17,9.40
19.45,5905,438,67.15,9.40
19.50,5831,175,67.15,9.40
19.55,5853,-108,67.15,9.40
19.60,5743,-327,67.15,9.40
19.65,5709,-393,67.15,9.40
19.70,5706,-305,67.17,9.40
19.75,5692,-113,67.21,9.40
19.80,5710,88,67.21,9.40
19.85,5822,178,67.23,9.40
19.90,5910,95,67.21,9.40
19.95,5880,-102,67.19,9.40
20.00,5751,-328,67.19,9.40
20.05,5711,-486,67.19,9.30
20.10,5695,-503,67.21,9.30
20.15,5700,-414,67.23,9.30
20.20,5686,-291,67.24,9.40
20.25,5672,-180,67.26,9.40
20.30,5667,-111,67.26,9.40
20.35,5668,-79,67.24,9.40
20.40,5674,-62,67.23,9.40
20.45,5664,-55,67.21,9.40
20.50,5664,-55,67.21,9.40
20.55,5659,-58,67.21,9.40
20.60,5657,-54,67.21,9.40
20.65,5650,-44,67.21,9.40
20.70,5650,-29,67.21,9.40
20.75,5649,-14,67.21,9.40
20.80,5652,-10,67.21,9.40
20.85,5656,-16,67.23,9.40
20.90,5656,-29,67.26,9.40
20.95,5650,-44,67.26,9.40
21.00,5643,-53,67.26,9.40
21.05,5638,-55,67.28,9.40
21.10,5630,-53,67.28,9.40
21.15,5631,-49,67.28,9.40
21.20,5630,-46,67.28,9.40
21.25,5624,-44,67.28,9.40
21.30,5624,-43,67.26,9.40
21.35,5625,-43,67.26,9.40
21.40,5622,-43,67.26,9.40
21.45,5621,-43,67.24,9.40
21.50,5617,-43,67.24,9.40
21.55,5618,-43,67.23,9.40
21.60,5616,-43,67.23,9.40
21.65,5615,-43,67.24,9.40
21.70,5613,-44,67.26,9.40
21.75,5613,-46,67.26,9.40
21.80,5616,-48,67.28,9.40
21.85,5619,-50,67.26,9.40
21.90,5617,-50,67.24,9.40
21.95,5615,-49,67.23,9.40
22.00,5609,-48,67.23,9.40
22.05,5601,-46,67.21,9.40
22.10,5601,-45,67.26,9.40
22.15,5595,-45,67.28,9.40
22.20,5591,-46,67.28,9.40
22.25,5589,-46,67.28,9.40
22.30,5585,-46,67.28,9.40
22.35,5585,-46,67.26,9.40
22.40,5583,-46,67.26,9.40
22.45,5579,-47,67.26,9.40
22.50,5575,-47,67.26,9.40
22.55,5572,-48,67.26,9.40
22.60,5569,-48,67.26,9.40
22.65,5564,-49,67.26,9.40
22.70,5563,-50,67.26,9.40
22.75,5559,-53,67.26,9.40
22.80,5554,-56,67.26,9.40
22.85,5552,-61,67.28,9.40
22.90,5552,-64,67.28,9.40
22.95,5551,-65,67.30,9.40
23.00,5550,-63,67.30,9.40
23.05,5546,-59,67.30,9.40
23.10,5545,-54,67.28,9.40
23.15,5538,-50,67.26,9.40
23.20,5531,-48,67.26,9.40
23.25,5534,-49,67.28,9.40
23.30,5535,-51,67.28,9.40
23.35,5535,-53,67.28,9.40
23.40,5529,-56,67.28,9.40
