Time,Altitude,Velocity,Temperature (F),Voltage
25.35,7037,-75,48.11,9.30
25.40,7045,-73,48.13,9.30
25.45,7041,-69,48.15,9.30
25.50,7041,-67,48.13,9.30
25.55,7035,-66,48.15,9.40
25.60,7023,-66,48.16,9.40
25.65,7013,-67,48.16,9.40
25.70,7015,-66,48.16,9.40
25.75,7008,-66,48.16,9.40
25.80,6990,-66,48.16,9.40
25.85,6978,-67,48.16,9.40
25.90,6966,-69,48.16,9.40
25.95,6969,-73,48.16,9.40
26.00,6962,-75,48.16,9.40
26.05,6962,-75,48.16,9.40
26.10,6958,-74,48.16,9.40
26.15,6943,-72,48.15,9.40
26.20,6933,-72,48.15,9.40
26.25,6925,-74,48.15,9.40
26.30,6921,-79,48.15,9.40
26.35,6921,-85,48.15,9.40
26.40,6923,-89,48.15,9.40
26.45,6928,-91,48.13,9.40
26.50,6920,-88,48.15,9.40
26.55,6901,-85,48.13,9.40
26.60,6893,-83,48.15,9.40
26.65,6889,-81,48.16,9.40
26.70,6900,-80,48.20,9.40
26.75,6905,-77,48.20,9.40
26.80,6908,-73,48.20,9.40
26.85,6901,-71,48.20,9.40
26.90,6894,-71,48.20,9.40
26.95,6901,-72,48.20,9.40
27.00,6913,-72,48.20,9.40
27.05,6915,-72,48.20,9.40
27.10,6908,-69,48.20,9.40
27.15,6888,-65,48.20,9.40
27.20,6892,-63,48.20,9.40
27.25,6879,-62,48.22,9.40
27.30,6871,-64,48.22,9.40
27.35,6855,-68,48.20,9.40
27.40,6839,-72,48.22,9.40
27.45,6866,-74,48.22,9.40
27.50,6891,-75,48.20,9.40
27.55,6866,-74,48.22,9.40
27.60,6854,-73,48.22,9.40
27.65,6846,-74,48.22,9.40
27.70,6845,-76,48.22,9.40
27.75,6862,-78,48.22,9.40
27.80,6849,-79,48.20,9.40
27.85,6835,-79,48.20,9.40
27.90,6823,-80,48.20,9.40
27.95,6818,-81,48.22,9.40
28.00,6813,-84,48.22,9.40
28.05,6816,-86,48.20,9.40
28.10,6822,-86,48.20,9.40
28.15,6819,-84,48.20,9.40
28.20,6810,-82,48.20,9.40
28.25,6804,-78,48.16,9.40
28.30,6793,-76,48.16,9.40
28.35,6781,-76,48.16,9.40
28.40,6768,-78,48.20,9.40
28.45,6764,-81,48.20,9.40
28.50,6762,-82,48.20,9.40
28.55,6759,-79,48.20,9.40
28.60,6757,-76,48.22,9.40
28.65,6751,-72,48.22,9.40
28.70,6741,-70,48.24,9.40
28.75,6750,-70,48.24,9.40
28.80,6750,-70,48.24,9.40
28.85,6746,-68,48.24,9.40
28.90,6749,-66,48.24,9.40
28.95,6748,-65,48.22,9.40
29.00,6737,-64,48.20,9.40
29.05,6732,-64,48.22,9.40
29.10,6729,-65,48.22,9.40
29.15,6723,-66,48.22,9.40
29.20,6731,-67,48.22,9.40
29.25,6725,-66,48.22,9.40
29.30,6721,-66,48.24,9.40
29.35,6704,-65,48.24,9.40
29.40,6696,-65,48.24,9.40
29.45,6700,-65,48.25,9.40
29.50,6711,-66,48.25,9.40
29.55,6716,-67,48.25,9.40
29.60,6716,-67,48.25,9.40
29.65,6720,-65,48.27,9.40
29.70,6715,-63,48.27,9.40
29.75,6706,-62,48.25,9.40
29.80,6699,-61,48.27,9.40
29.85,6700,-60,48.25,9.40
29.90,6695,-61,48.25,9.40
29.95,6692,-63,48.24,9.40
30.00,6691,-66,48.22,9.40
30.05,6691,-69,48.24,9.40
30.10,6691,-71,48.22,9.40
30.15,6680,-72,48.24,9.40
30.20,6670,-73,48.24,9.40
30.25,6663,-73,48.27,9.40
30.30,6659,-72,48.27,9.40
30.35,6647,-72,48.27,9.40
30.40,6637,-73,48.27,9.40
30.45,6627,-74,48.27,9.40
30.50,6629,-76,48.27,9.40
30.55,6625,-77,48.27,9.40
30.60,6619,-77,48.27,9.40
30.65,6620,-77,48.29,9.40
30.70,6628,-76,48.29,9.40
30.75,6635,-76,48.29,9.40
30.80,6637,-76,48.29,9.40
30.85,6629,-78,48.29,9.40
30.90,6623,-80,48.29,9.40
30.95,6613,-83,48.27,9.40
31.00,6596,-86,48.27,9.40
31.05,6586,-88,48.27,9.40
31.10,6582,-87,48.27,9.40
31.15,6582,-84,48.27,9.40
31.20,6586,-79,48.27,9.40
31.25,6578,-74,48.27,9.40
31.30,6567,-70,48.27,9.40
31.35,6562,-67,48.27,9.40
31.40,6557,-67,48.27,9.40
31.45,6554,-68,48.29,9.40
31.50,6562,-70,48.29,9.40
31.55,6570,-72,48.31,9.40
31.60,6571,-75,48.31,9.40
31.65,6564,-79,48.31,9.40
31.70,6559,-82,48.31,9.40
31.75,6554,-83,48.31,9.40
31.80,6550,-84,48.31,9.40
31.85,6546,-82,48.31,9.40
31.90,6527,-78,48.29,9.40
31.95,6520,-74,48.29,9.40
32.00,6514,-69,48.31,9.40
32.05,6510,-65,48.29,9.40
32.10,6511,-62,48.29,9.40
32.15,6512,-60,48.29,9.40
32.20,6530,-59,48.27,9.40
32.25,6527,-58,48.27,9.40
32.30,6524,-56,48.27,9.40
32.35,6506,-55,48.33,9.40
32.40,6500,-54,48.31,9.40
32.45,6492,-55,48.31,9.40
32.50,6483,-56,48.33,9.40
32.55,6475,-57,48.33,9.40
32.60,6468,-59,48.33,9.40
32.65,6467,-60,48.33,9.40
32.70,6465,-61,48.33,9.40
32.75,6464,-62,48.33,9.40
32.80,6469,-63,48.33,9.40
32.85,6468,-63,48.33,9.40
32.90,6463,-61,48.33,9.40
32.95,6464,-59,48.33,9.40
33.00,6468,-56,48.33,9.40
33.05,6467,-55,48.34,9.40
33.10,6466,-56,48.34,9.40
33.15,6464,-59,48.33,9.40
33.20,6462,-63,48.33,9.40
33.25,6460,-65,48.33,9.40
33.30,6458,-66,48.33,9.40
33.35,6451,-64,48.31,9.40
33.40,6453,-62,48.31,9.40
33.45,6457,-59,48.33,9.40
33.50,6456,-57,48.33,9.40
