15.3	588
15.35	583
15.4	580
15.45	579
15.5	577
15.55	571
15.6	567
15.65	565
15.7	564
15.75	565
15.8	564
15.85	562
15.9	560
15.95	559
16	560
16.05	562
16.1	562
16.15	561
16.2	558
16.25	553
16.3	551
16.35	548
16.4	414
16.45	538
16.5	537
16.55	533
16.6	528
16.65	533
16.7	539
16.75	533
16.8	531
16.85	529
16.9	529
16.95	527
17	525
17.05	522
17.1	521
17.15	518
17.2	513
17.25	509
17.3	507
17.35	506
17.4	505
17.45	504
17.5	501
17.55	498
17.6	496
17.65	495
17.7	493
17.75	495
17.8	495
17.85	490
17.9	488
17.95	488
18	491
18.05	492
18.1	491
18.15	490
18.2	488
18.25	489
18.3	488
18.35	486
18.4	486
18.45	486
18.5	487
18.55	485
18.6	482
18.65	481
18.7	480
18.75	478
18.8	477
18.85	476
18.9	476
18.95	475
19	473
19.05	473
19.1	473
19.15	472
19.2	471
19.25	469
19.3	469
19.35	468
19.4	466
19.45	465
19.5	465
19.55	464
19.6	462
19.65	461
19.7	461
19.75	458
19.8	456
19.85	455
19.9	454
19.95	455
20	453
20.05	452
20.1	451
20.15	450
20.2	449
20.25	449
20.3	447
20.35	447
20.4	446
20.45	444
20.5	442
20.55	443
20.6	441
20.65	441
20.7	440
20.75	440
20.8	438
20.85	436
20.9	436
20.95	435
21	434
21.05	432
21.1	431
21.15	430
21.2	429
21.25	429
21.3	427
21.35	425
21.4	425
21.45	423
21.5	423
21.55	421
21.6	420
21.65	419
21.7	419
21.75	418
21.8	417
21.85	416
21.9	414
21.95	413
22	413
22.05	413
22.1	412
22.15	411
22.2	410
22.25	409
22.3	408
22.35	407
22.4	405
22.45	404
22.5	404
22.55	402
22.6	401
22.65	401
22.7	400
22.75	401
22.8	399
22.85	397
22.9	396
22.95	395
23	394
23.05	393
23.1	393
23.15	391
23.2	391
23.25	390
23.3	389
23.35	387
23.4	388
23.45	387
23.5	383
23.55	383
23.6	382
23.65	381
23.7	380
23.75	379
23.8	378
23.85	376
23.9	376
23.95	374
24	372
24.05	372
24.1	371
24.15	369
24.2	369
24.25	366
24.3	366
24.35	365
24.4	366
24.45	363
24.5	364
24.55	362
24.6	361
24.65	359
24.7	358
24.75	357
24.8	355
24.85	354
24.9	354
24.95	355
25	353
25.05	353
25.1	351
25.15	349
25.2	348
25.25	348
25.3	348
25.35	346
25.4	346
25.45	344
25.5	343
25.55	342
25.6	342
25.65	337
25.7	337
25.75	336
25.8	334
25.85	333
25.9	331
25.95	331
26	330
26.05	329
26.1	328
26.15	326
26.2	325
26.25	324
26.3	323
26.35	322
26.4	322
26.45	321
26.5	320
26.55	320
26.6	320
26.65	318
26.7	317
26.75	315
26.8	314
26.85	314
26.9	312
26.95	312
27	310
27.05	310
27.1	308
27.15	307
27.2	307
27.25	306
27.3	305
27.35	303
27.4	303
27.45	302
27.5	302
27.55	300
27.6	299
27.65	298
27.7	297
27.75	296
27.8	295
27.85	295
27.9	294
27.95	292
28	292
28.05	290
28.1	290
28.15	286
28.2	286
28.25	286
28.3	285
28.35	283
28.4	282
28.45	281
28.5	280
28.55	279
28.6	277
28.65	276
28.7	275
28.75	276
28.8	274
28.85	271
28.9	270
28.95	270
29	269
29.05	268
29.1	268
29.15	268
29.2	266
29.25	265
29.3	263
29.35	262
29.4	260
29.45	259
29.5	258
29.55	258
29.6	257
29.65	255
29.7	253
29.75	253
29.8	252
29.85	251
29.9	250
29.95	248
30	247
30.05	245
30.1	244
30.15	244
30.2	243
30.25	243
30.3	240
30.35	240
30.4	238
30.45	237
30.5	237
30.55	235
30.6	234
30.65	234
30.7	232
30.75	231
30.8	231
30.85	228
30.9	227
30.95	226
31	225
31.05	223
31.1	223
31.15	222
31.2	220
31.25	218
31.3	217
31.35	216
31.4	214
31.45	213
31.5	212
31.55	211
31.6	210
31.65	208
31.7	207
31.75	205
31.8	204
31.85	204
31.9	203
31.95	201
32	201
32.05	200
32.1	197
32.15	198
32.2	198
32.25	196
32.3	195
32.35	194
32.4	193
32.45	192
32.5	191
32.55	189
32.6	188
32.65	187
32.7	186
32.75	184
32.8	183
32.85	181
32.9	182
32.95	180
33	178
33.05	178
33.1	176
33.15	176
33.2	175
33.25	173
33.3	174
33.35	173
33.4	173
33.45	173
33.5	171
33.55	171
33.6	170
33.65	168
33.7	168
33.75	166
33.8	166
33.85	165
33.9	162
33.95	161
34	159
34.05	158
34.1	156
34.15	155
34.2	155
34.25	153
34.3	152
34.35	150
34.4	151
34.45	148
34.5	149
34.55	146
34.6	147
34.65	144
34.7	143
34.75	144
34.8	142
34.85	143
34.9	139
34.95	139
35	136
35.05	137
35.1	135
35.15	132
35.2	133
35.25	132
35.3	131
35.35	129
35.4	128
35.45	128
35.5	126
35.55	125
35.6	123
35.65	123
35.7	123
35.75	123
35.8	121
35.85	120
35.9	119
35.95	117
36	116
36.05	115
36.1	115
36.15	113
36.2	111
36.25	110
36.3	109
36.35	108
36.4	106
36.45	106
36.5	105
36.55	104
36.6	104
36.65	102
36.7	102
36.75	101
36.8	100
36.85	99
36.9	98
36.95	97
37	97
37.05	96
37.1	96
37.15	95
37.2	93
37.25	92
37.3	93
37.35	91
37.4	90
37.45	89
37.5	90
37.55	89
37.6	88
37.65	86
37.7	86
37.75	84
37.8	84
37.85	83
37.9	81
37.95	80
38	78
38.05	78
38.1	76
38.15	76
38.2	73
38.25	72
38.3	72
38.35	70
38.4	70
38.45	68
38.5	67
38.55	67
38.6	66
38.65	65
38.7	63
38.75	63
38.8	61
38.85	61
38.9	60
38.95	59
39	58
39.05	57
39.1	56
39.15	54
39.2	54
39.25	53
39.3	52
39.35	51
39.4	49
39.45	49
39.5	47
39.55	46
39.6	45
39.65	44
39.7	43
39.75	43
39.8	42
39.85	42
39.9	40
39.95	39
40	38
40.05	36
40.1	36
40.15	34
40.2	33
40.25	32
40.3	31
40.35	30
40.4	29
40.45	28
40.5	27
40.55	26
40.6	26
40.65	25
40.7	24
40.75	22
40.8	20
40.85	19
40.9	18
40.95	18
41	16
41.05	15
41.1	14
41.15	12
41.2	11
41.25	10
41.3	8
41.35	7
41.4	6
41.45	5
41.5	4
41.55	4
41.6	3
41.65	2
41.7	0
41.75	-8
41.8	-2
41.85	-5
41.9	-5
41.95	-6
42	-5
42.05	-5
42.1	-7
42.15	-5
42.2	-6
42.25	-6
42.3	-6
42.35	-7
42.4	-6
42.45	-6
42.5	-7
42.55	-7
42.6	-7
42.65	-7
42.7	-6
42.75	-7
42.8	-6
42.85	-6
42.9	-6
42.95	-5
43	-6
43.05	-6
43.1	-5
43.15	-6
43.2	-6
43.25	-6
43.3	-6
43.35	-6
43.4	-6
43.45	-6
43.5	-6
43.55	-7
43.6	-6
43.65	-6
43.7	-6
43.75	-5
43.8	-6
43.85	-6
43.9	-5
43.95	-7
44	-7
44.05	-6
44.1	-7
44.15	-6
44.2	-5
44.25	-6
44.3	-5
44.35	-6
44.4	-7
44.45	-6
44.5	-6
44.55	-5
44.6	-6
44.65	-6
44.7	-7
44.75	-6
44.8	-7
44.85	-6
44.9	-6
44.95	-7
45	-6
45.05	-6
45.1	-6
45.15	-6
45.2	-5
45.25	-6
45.3	-5
45.35	-6
45.4	-7
45.45	-6
45.5	-6
45.55	-6
45.6	-5
45.65	-5
45.7	-6
45.75	-5
45.8	-5
45.85	-6
45.9	-6
45.95	-5
46	-5
46.05	-5
46.1	-6
46.15	-5
46.2	-5
46.25	-6
46.3	-6
46.35	-6
46.4	-6
46.45	-6
46.5	-6
46.55	-6
46.6	-5
46.65	-5
46.7	-6
46.75	-6
46.8	-5
46.85	-6
46.9	-5
46.95	-6
47	-5
47.05	-6
47.1	-6
47.15	-6
