# M1939-0 Flight Profile 10 mph (Up to date)
# 995 data points written for 4 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (87.9 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Stability margin calibers (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
133.751,1076.66,-87.117,NaN
134.251,1033.114,-87.066,NaN
134.751,989.595,-87.012,NaN
135.251,946.103,-86.957,NaN
135.751,902.638,-86.901,NaN
136.251,859.203,-86.841,NaN
136.751,815.796,-86.788,NaN
137.251,772.415,-86.735,NaN
137.751,729.061,-86.681,NaN
138.251,685.734,-86.626,NaN
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=138.252 seconds
138.751,642.435,-86.571,NaN
138.754,642.162,-84.931,NaN
138.755,642.077,-84.435,NaN
138.756,641.993,-83.946,NaN
138.757,641.909,-83.463,NaN
138.758,641.826,-82.986,NaN
138.759,641.743,-82.514,NaN
138.76,641.661,-82.048,NaN
138.761,641.579,-81.588,NaN
138.762,641.498,-81.134,NaN
138.763,641.417,-80.684,NaN
138.764,641.337,-80.24,NaN
138.765,641.257,-79.802,NaN
138.766,641.177,-79.368,NaN
138.767,641.098,-78.94,NaN
138.768,641.019,-78.516,NaN
138.769,640.941,-78.097,NaN
138.77,640.863,-77.683,NaN
138.771,640.785,-77.274,NaN
138.772,640.708,-76.87,NaN
138.773,640.632,-76.47,NaN
138.774,640.555,-76.074,NaN
138.775,640.48,-75.683,NaN
138.776,640.404,-75.296,NaN
138.777,640.329,-74.914,NaN
138.778,640.254,-74.536,NaN
138.779,640.18,-74.162,NaN
138.78,640.106,-73.791,NaN
138.781,640.032,-73.425,NaN
138.782,639.959,-73.063,NaN
138.783,639.886,-72.705,NaN
138.784,639.814,-72.351,NaN
138.785,639.741,-72,NaN
138.786,639.67,-71.653,NaN
138.787,639.598,-71.31,NaN
138.788,639.527,-70.97,NaN
138.789,639.456,-70.634,NaN
138.79,639.386,-70.301,NaN
138.791,639.316,-69.972,NaN
138.792,639.246,-69.646,NaN
138.793,639.176,-69.323,NaN
138.794,639.107,-69.004,NaN
138.795,639.037,-68.683,NaN
138.796,638.967,-68.361,NaN
138.797,638.895,-68.037,NaN
138.798,638.823,-67.712,NaN
138.799,638.75,-67.385,NaN
138.8,638.677,-67.057,NaN
138.802,638.602,-66.727,NaN
138.803,638.527,-66.395,NaN
138.804,638.451,-66.062,NaN
138.805,638.374,-65.727,NaN
138.806,638.297,-65.391,NaN
138.807,638.218,-65.053,NaN
138.809,638.139,-64.713,NaN
138.81,638.058,-64.372,NaN
138.811,637.977,-64.029,NaN
138.812,637.895,-63.684,NaN
138.814,637.811,-63.337,NaN
138.815,637.727,-62.988,NaN
138.816,637.642,-62.638,NaN
138.818,637.555,-62.285,NaN
138.819,637.468,-61.931,NaN
138.821,637.379,-61.574,NaN
138.822,637.289,-61.216,NaN
138.824,637.198,-60.856,NaN
138.825,637.106,-60.493,NaN
138.827,637.013,-60.129,NaN
138.828,636.918,-59.762,NaN
138.83,636.822,-59.393,NaN
138.831,636.725,-59.022,NaN
138.833,636.627,-58.649,NaN
138.835,636.526,-58.274,NaN
138.837,636.425,-57.896,NaN
138.838,636.322,-57.516,NaN
138.84,636.217,-57.133,NaN
138.842,636.111,-56.748,NaN
138.844,636.003,-56.36,NaN
138.846,635.894,-55.97,NaN
138.848,635.783,-55.577,NaN
138.85,635.67,-55.182,NaN
138.852,635.555,-54.784,NaN
138.854,635.438,-54.383,NaN
138.856,635.319,-53.98,NaN
138.859,635.199,-53.573,NaN
138.861,635.076,-53.164,NaN
138.863,634.951,-52.752,NaN
138.866,634.823,-52.337,NaN
138.868,634.694,-51.918,NaN
138.871,634.562,-51.497,NaN
138.873,634.427,-51.072,NaN
138.876,634.29,-50.643,NaN
138.879,634.149,-50.212,NaN
138.882,634.007,-49.776,NaN
138.885,633.861,-49.337,NaN
138.888,633.712,-48.895,NaN
138.891,633.559,-48.448,NaN
138.894,633.404,-47.998,NaN
138.897,633.245,-47.544,NaN
138.901,633.082,-47.085,NaN
138.904,632.915,-46.622,NaN
138.908,632.744,-46.156,NaN
138.912,632.57,-45.685,NaN
138.916,632.391,-45.21,NaN
138.92,632.207,-44.731,NaN
138.924,632.018,-44.246,NaN
138.929,631.824,-43.757,NaN
138.933,631.625,-43.262,NaN
138.938,631.42,-42.763,NaN
138.943,631.208,-42.258,NaN
138.948,630.991,-41.747,NaN
138.953,630.766,-41.231,NaN
138.959,630.534,-40.709,NaN
138.965,630.295,-40.182,NaN
138.971,630.047,-39.649,NaN
138.978,629.791,-39.109,NaN
138.985,629.525,-38.563,NaN
138.992,629.248,-38.009,NaN
138.999,628.96,-37.448,NaN
139.008,628.661,-36.88,NaN
139.016,628.348,-36.305,NaN
139.025,628.022,-35.722,NaN
139.035,627.68,-35.131,NaN
139.045,627.32,-34.531,NaN
139.056,626.942,-33.923,NaN
139.068,626.543,-33.304,NaN
139.081,626.12,-32.676,NaN
139.095,625.671,-32.039,NaN
139.11,625.193,-31.391,NaN
139.126,624.684,-30.737,NaN
139.144,624.143,-30.078,NaN
139.164,623.558,-29.408,NaN
139.186,622.919,-28.723,NaN
139.21,622.219,-28.025,NaN
139.238,621.444,-27.315,NaN
139.269,620.608,-26.618,NaN
139.305,619.66,-25.906,NaN
139.348,618.581,-25.189,NaN
139.396,617.39,-24.503,NaN
139.454,615.982,-23.815,NaN
139.532,614.157,-23.085,NaN
139.631,611.887,-22.398,NaN
139.775,608.727,-21.738,NaN
139.918,605.633,-21.382,NaN
140.179,600.112,-21.034,NaN
140.652,590.188,-20.896,NaN
141.152,579.725,-20.956,NaN
141.652,569.254,-20.927,NaN
142.041,561.118,-20.88,NaN
142.383,553.96,-20.938,NaN
142.883,543.493,-20.93,NaN
143.383,533.029,-20.929,NaN
143.883,522.566,-20.924,NaN
144.383,512.103,-20.925,NaN
144.883,501.646,-20.904,NaN
145.383,491.197,-20.894,NaN
145.663,485.365,-20.85,NaN
146.163,474.942,-20.842,NaN
146.663,464.505,-20.906,NaN
147.163,454.056,-20.888,NaN
147.517,446.664,-20.855,NaN
148.017,436.224,-20.905,NaN
148.439,427.403,-20.865,NaN
148.871,418.398,-20.899,NaN
149.371,407.952,-20.884,NaN
149.871,397.511,-20.881,NaN
150.371,387.082,-20.836,NaN
150.769,378.767,-20.882,NaN
151.269,368.341,-20.822,NaN
151.596,361.524,-20.853,NaN
152.096,351.096,-20.859,NaN
152.596,340.661,-20.879,NaN
153.096,330.238,-20.814,NaN
153.596,319.828,-20.828,NaN
154.096,309.4,-20.883,NaN
154.596,298.973,-20.826,NaN
155.096,288.55,-20.865,NaN
155.596,278.125,-20.834,NaN
156.096,267.702,-20.86,NaN
156.596,257.276,-20.84,NaN
157.096,246.855,-20.845,NaN
157.596,236.435,-20.834,NaN
158.096,226.016,-20.841,NaN
158.596,215.602,-20.815,NaN
159.096,205.193,-20.823,NaN
159.596,194.786,-20.807,NaN
160.096,184.377,-20.825,NaN
160.519,175.577,-20.777,NaN
160.856,168.588,-20.811,NaN
161.356,158.18,-20.822,NaN
161.856,147.785,-20.759,NaN
162.356,137.385,-20.839,NaN
162.856,126.986,-20.759,NaN
163.121,121.477,-20.731,NaN
163.382,116.053,-20.788,NaN
163.882,105.654,-20.808,NaN
164.382,95.257,-20.781,NaN
164.882,84.86,-20.805,NaN
165.382,74.466,-20.77,NaN
165.715,67.562,-20.732,NaN
165.928,63.15,-20.76,NaN
166.223,57.023,-20.783,NaN
166.723,46.632,-20.782,NaN
167.223,36.249,-20.749,NaN
167.723,25.889,-20.692,NaN
168.162,16.783,-20.807,NaN
168.58,8.098,-20.689,NaN
# Event GROUND_HIT occurred at t=168.971 seconds
# Event SIMULATION_END occurred at t=168.971 seconds
168.971,0,-20.779,NaN
