# M1939-0 Flight Profile 15 mph (Up to date)
# 1016 data points written for 4 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (89.7 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Stability margin calibers (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
131.012,1260.537,-87.364,NaN
131.512,1216.872,-87.299,NaN
132.012,1173.236,-87.246,NaN
132.512,1129.626,-87.192,NaN
133.012,1086.044,-87.136,NaN
133.512,1042.49,-87.079,NaN
134.012,998.964,-87.024,NaN
134.512,955.468,-86.96,NaN
135.012,912.001,-86.906,NaN
135.512,868.561,-86.854,NaN
136.012,825.147,-86.801,NaN
136.512,781.762,-86.741,NaN
137.012,738.405,-86.689,NaN
137.512,695.074,-86.635,NaN
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=137.513 seconds
138.012,651.77,-86.581,NaN
138.015,651.497,-84.94,NaN
138.016,651.412,-84.445,NaN
138.017,651.328,-83.956,NaN
138.018,651.244,-83.473,NaN
138.019,651.161,-82.995,NaN
138.02,651.078,-82.524,NaN
138.021,650.996,-82.058,NaN
138.022,650.914,-81.598,NaN
138.023,650.833,-81.144,NaN
138.024,650.752,-80.695,NaN
138.025,650.671,-80.251,NaN
138.026,650.591,-79.812,NaN
138.027,650.512,-79.379,NaN
138.028,650.433,-78.95,NaN
138.029,650.354,-78.527,NaN
138.03,650.275,-78.108,NaN
138.031,650.198,-77.694,NaN
138.032,650.12,-77.285,NaN
138.033,650.043,-76.88,NaN
138.034,649.966,-76.48,NaN
138.035,649.89,-76.085,NaN
138.036,649.814,-75.694,NaN
138.037,649.739,-75.307,NaN
138.038,649.664,-74.925,NaN
138.039,649.589,-74.546,NaN
138.04,649.514,-74.172,NaN
138.041,649.44,-73.802,NaN
138.042,649.367,-73.436,NaN
138.043,649.294,-73.074,NaN
138.044,649.221,-72.716,NaN
138.045,649.148,-72.361,NaN
138.046,649.076,-72.011,NaN
138.047,649.004,-71.664,NaN
138.048,648.933,-71.32,NaN
138.049,648.861,-70.98,NaN
138.05,648.791,-70.644,NaN
138.051,648.72,-70.311,NaN
138.052,648.65,-69.982,NaN
138.053,648.58,-69.656,NaN
138.054,648.511,-69.334,NaN
138.055,648.442,-69.014,NaN
138.056,648.372,-68.694,NaN
138.057,648.301,-68.371,NaN
138.058,648.23,-68.048,NaN
138.059,648.158,-67.723,NaN
138.06,648.085,-67.396,NaN
138.061,648.011,-67.068,NaN
138.062,647.937,-66.738,NaN
138.063,647.862,-66.407,NaN
138.065,647.786,-66.074,NaN
138.066,647.709,-65.739,NaN
138.067,647.631,-65.403,NaN
138.068,647.553,-65.065,NaN
138.069,647.473,-64.725,NaN
138.071,647.393,-64.384,NaN
138.072,647.312,-64.041,NaN
138.073,647.23,-63.696,NaN
138.074,647.146,-63.349,NaN
138.076,647.062,-63.001,NaN
138.077,646.977,-62.65,NaN
138.079,646.89,-62.298,NaN
138.08,646.803,-61.944,NaN
138.081,646.714,-61.588,NaN
138.083,646.625,-61.23,NaN
138.084,646.534,-60.869,NaN
138.086,646.442,-60.507,NaN
138.087,646.348,-60.143,NaN
138.089,646.254,-59.776,NaN
138.091,646.158,-59.408,NaN
138.092,646.061,-59.037,NaN
138.094,645.962,-58.664,NaN
138.096,645.862,-58.288,NaN
138.097,645.761,-57.911,NaN
138.099,645.658,-57.531,NaN
138.101,645.553,-57.148,NaN
138.103,645.447,-56.763,NaN
138.105,645.339,-56.375,NaN
138.107,645.23,-55.985,NaN
138.109,645.119,-55.593,NaN
138.111,645.006,-55.198,NaN
138.113,644.891,-54.799,NaN
138.115,644.774,-54.399,NaN
138.117,644.655,-53.995,NaN
138.119,644.534,-53.588,NaN
138.122,644.412,-53.179,NaN
138.124,644.286,-52.766,NaN
138.126,644.159,-52.35,NaN
138.129,644.029,-51.931,NaN
138.132,643.897,-51.509,NaN
138.134,643.762,-51.084,NaN
138.137,643.625,-50.654,NaN
138.14,643.484,-50.222,NaN
138.143,643.341,-49.786,NaN
138.145,643.195,-49.346,NaN
138.148,643.046,-48.902,NaN
138.152,642.894,-48.455,NaN
138.155,642.738,-48.004,NaN
138.158,642.579,-47.55,NaN
138.162,642.417,-47.093,NaN
138.165,642.251,-46.632,NaN
138.169,642.08,-46.166,NaN
138.173,641.906,-45.696,NaN
138.177,641.727,-45.221,NaN
138.181,641.544,-44.742,NaN
138.185,641.356,-44.258,NaN
138.189,641.162,-43.769,NaN
138.194,640.963,-43.275,NaN
138.199,640.758,-42.776,NaN
138.204,640.548,-42.272,NaN
138.209,640.33,-41.761,NaN
138.214,640.106,-41.245,NaN
138.22,639.874,-40.723,NaN
138.226,639.634,-40.194,NaN
138.232,639.386,-39.66,NaN
138.238,639.13,-39.119,NaN
138.245,638.863,-38.571,NaN
138.253,638.587,-38.017,NaN
138.26,638.299,-37.457,NaN
138.268,638.002,-36.893,NaN
138.277,637.692,-36.322,NaN
138.286,637.368,-35.743,NaN
138.295,637.029,-35.156,NaN
138.305,636.673,-34.56,NaN
138.316,636.301,-33.961,NaN
138.328,635.913,-33.359,NaN
138.34,635.503,-32.747,NaN
138.354,635.067,-32.126,NaN
138.368,634.597,-31.485,NaN
138.385,634.091,-30.829,NaN
138.402,633.548,-30.164,NaN
138.422,632.961,-29.486,NaN
138.443,632.353,-28.83,NaN
138.466,631.687,-28.159,NaN
138.493,630.94,-27.463,NaN
138.522,630.168,-26.808,NaN
138.557,629.222,-26.077,NaN
138.599,628.157,-25.346,NaN
138.648,626.931,-24.616,NaN
138.708,625.475,-23.882,NaN
138.781,623.749,-23.173,NaN
138.861,621.934,-22.585,NaN
138.948,619.975,-22.123,NaN
139.133,615.944,-21.419,NaN
139.345,611.447,-21.109,NaN
139.845,600.959,-20.842,NaN
140.223,593.068,-20.929,NaN
140.489,587.497,-20.923,NaN
140.661,583.898,-20.912,NaN
141.161,573.441,-20.918,NaN
141.581,564.661,-20.929,NaN
142.081,554.227,-20.806,NaN
142.581,543.779,-20.986,NaN
143.081,533.31,-20.892,NaN
143.581,522.865,-20.887,NaN
143.773,518.864,-20.814,NaN
144.243,509.072,-20.827,NaN
144.471,504.324,-20.874,NaN
144.664,500.286,-20.893,NaN
145.164,489.831,-20.93,NaN
145.664,479.375,-20.893,NaN
146.164,468.921,-20.919,NaN
146.664,458.469,-20.891,NaN
147.164,448.022,-20.896,NaN
147.422,442.642,-20.807,NaN
147.547,440.034,-20.836,NaN
147.659,437.707,-20.807,NaN
148.159,427.332,-20.695,NaN
148.659,416.927,-20.925,NaN
148.792,414.144,-20.757,NaN
148.856,412.817,-20.778,NaN
149.026,409.284,-20.834,NaN
149.526,398.853,-20.891,NaN
149.951,390.021,-20.675,NaN
150.155,385.802,-20.802,NaN
150.655,375.37,-20.925,NaN
151.155,364.937,-20.808,NaN
151.53,357.117,-20.867,NaN
152.03,346.681,-20.876,NaN
152.53,336.254,-20.833,NaN
153.03,325.824,-20.888,NaN
153.53,315.389,-20.852,NaN
154.03,304.966,-20.84,NaN
154.213,301.169,-20.717,NaN
154.348,298.354,-20.759,NaN
154.516,294.864,-20.81,NaN
154.89,287.067,-20.852,NaN
155.138,281.931,-20.708,NaN
155.397,276.554,-20.78,NaN
155.897,266.151,-20.833,NaN
156.397,255.729,-20.853,NaN
156.71,249.214,-20.74,NaN
157.21,238.861,-20.674,NaN
157.491,233.04,-20.816,NaN
157.835,225.87,-20.791,NaN
158.335,215.47,-20.809,NaN
158.835,205.057,-20.842,NaN
159.287,195.667,-20.762,NaN
159.787,185.262,-20.857,NaN
160.287,174.849,-20.795,NaN
160.483,170.786,-20.66,NaN
160.743,165.41,-20.692,NaN
161.035,159.343,-20.787,NaN
161.238,155.14,-20.781,NaN
161.593,147.757,-20.813,NaN
162.093,137.359,-20.777,NaN
162.238,134.35,-20.619,NaN
162.354,131.959,-20.638,NaN
162.617,126.52,-20.717,NaN
163.117,116.163,-20.711,NaN
163.32,111.963,-20.724,NaN
163.82,101.593,-20.758,NaN
164.197,93.746,-20.799,NaN
164.551,86.403,-20.762,NaN
165.051,76.029,-20.735,NaN
165.382,69.159,-20.776,NaN
165.882,58.773,-20.768,NaN
166.245,51.229,-20.75,NaN
166.745,40.872,-20.675,NaN
167.108,33.341,-20.792,NaN
167.496,25.288,-20.705,NaN
167.809,18.802,-20.772,NaN
168.305,8.5,-20.759,NaN
# Event GROUND_HIT occurred at t=168.715 seconds
# Event SIMULATION_END occurred at t=168.715 seconds
168.715,0,-20.772,NaN
