# M1939-0 Flight Profile 5 degree (Up to date)
# 986 data points written for 4 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (86.5 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Stability margin calibers (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
14.443,8807.641,399.032,5.117
14.493,8827.539,396.907,5.116
14.543,8847.332,394.788,5.115
14.593,8867.018,392.675,5.115
14.643,8886.599,390.568,5.114
14.693,8906.075,388.466,5.113
14.743,8925.446,386.371,5.113
14.793,8944.712,384.28,5.112
14.843,8963.874,382.196,5.111
14.893,8982.932,380.117,5.111
14.943,9001.886,378.043,5.11
14.993,9020.737,375.975,5.109
15.043,9039.484,373.912,5.109
15.093,9058.128,371.855,5.108
15.143,9076.669,369.803,5.108
15.193,9095.108,367.756,5.107
15.243,9113.445,365.714,5.106
15.293,9131.68,363.678,5.106
15.343,9149.813,361.646,5.105
15.393,9167.844,359.619,5.104
15.443,9185.775,357.598,5.104
15.493,9203.604,355.581,5.103
15.543,9221.333,353.57,5.102
15.593,9238.961,351.563,5.102
15.643,9256.489,349.561,5.101
15.693,9273.917,347.564,5.1
15.743,9291.246,345.571,5.1
15.793,9308.475,343.583,5.099
15.843,9325.604,341.6,5.098
15.893,9342.635,339.621,5.098
15.943,9359.566,337.647,5.097
15.993,9376.4,335.678,5.097
16.043,9393.134,333.712,5.096
16.093,9409.771,331.752,5.096
16.143,9426.31,329.795,5.095
16.193,9442.75,327.843,5.095
16.243,9459.094,325.895,5.094
16.293,9475.34,323.952,5.093
16.343,9491.489,322.012,5.093
16.393,9507.541,320.077,5.092
16.443,9523.497,318.146,5.092
16.493,9539.356,316.219,5.091
16.543,9555.119,314.296,5.09
16.593,9570.786,312.377,5.09
16.643,9586.357,310.462,5.089
16.693,9601.832,308.551,5.089
16.743,9617.212,306.644,5.088
16.793,9632.497,304.741,5.087
16.843,9647.686,302.842,5.087
16.893,9662.781,300.946,5.086
16.943,9677.781,299.054,5.086
16.993,9692.686,297.166,5.085
17.043,9707.497,295.282,5.084
17.093,9722.214,293.401,5.084
17.143,9736.838,291.524,5.083
17.193,9751.367,289.65,5.083
17.243,9765.803,287.78,5.082
17.293,9780.145,285.914,5.082
17.343,9794.394,284.05,5.081
17.393,9808.55,282.191,5.081
17.443,9822.613,280.335,5.08
17.493,9836.584,278.482,5.08
17.543,9850.461,276.632,5.079
17.593,9864.247,274.786,5.078
17.643,9877.94,272.943,5.078
17.693,9891.541,271.104,5.077
17.743,9905.051,269.267,5.077
17.793,9918.468,267.434,5.076
17.843,9931.794,265.604,5.075
17.893,9945.029,263.777,5.075
17.943,9958.172,261.954,5.074
17.993,9971.224,260.133,5.073
18.043,9984.185,258.315,5.072
18.093,9997.056,256.501,5.072
18.143,1.001e4,254.689,5.071
18.193,1.002e4,252.88,5.07
18.243,1.004e4,251.074,5.07
18.293,1.005e4,249.271,5.069
18.343,1.006e4,247.471,5.068
18.393,1.007e4,245.674,5.068
18.443,1.008e4,243.88,5.067
18.493,1.01e4,242.088,5.066
18.543,1.011e4,240.3,5.066
18.593,1.012e4,238.514,5.065
18.643,1.013e4,236.73,5.064
18.693,1.014e4,234.95,5.064
18.743,1.016e4,233.172,5.063
18.793,1.017e4,231.396,5.062
18.843,1.018e4,229.623,5.061
18.893,1.019e4,227.853,5.061
18.943,1.02e4,226.086,5.06
18.993,1.021e4,224.32,5.059
19.043,1.022e4,222.558,5.058
19.093,1.024e4,220.798,5.057
19.143,1.025e4,219.04,5.056
19.193,1.026e4,217.285,5.055
19.243,1.027e4,215.532,5.054
19.293,1.028e4,213.781,5.053
19.343,1.029e4,212.033,5.052
19.393,1.03e4,210.288,5.051
19.443,1.031e4,208.544,5.05
19.493,1.032e4,206.803,5.049
19.543,1.033e4,205.064,5.048
19.593,1.034e4,203.328,5.047
19.643,1.035e4,201.593,5.046
19.693,1.036e4,199.861,5.044
19.743,1.037e4,198.131,5.043
19.793,1.038e4,196.403,5.042
19.843,1.039e4,194.677,5.041
19.893,1.04e4,192.954,5.039
19.943,1.041e4,191.232,5.038
19.993,1.042e4,189.513,5.036
20.043,1.043e4,187.795,5.035
20.093,1.044e4,186.08,5.033
20.143,1.045e4,184.367,5.032
20.193,1.046e4,182.655,5.03
20.243,1.047e4,180.946,5.028
20.293,1.048e4,179.239,5.027
20.343,1.048e4,177.533,5.025
20.393,1.049e4,175.829,5.023
20.443,1.05e4,174.128,5.021
20.493,1.051e4,172.428,5.019
20.543,1.052e4,170.73,5.017
20.593,1.053e4,169.034,5.015
20.643,1.054e4,167.339,5.012
20.693,1.054e4,165.647,5.01
20.743,1.055e4,163.956,5.008
20.793,1.056e4,162.267,5.005
20.843,1.057e4,160.58,5.002
20.893,1.058e4,158.894,5
20.943,1.058e4,157.21,4.997
20.993,1.059e4,155.528,4.994
21.043,1.06e4,153.848,4.99
21.093,1.061e4,152.169,4.987
21.143,1.062e4,150.492,4.984
21.193,1.062e4,148.816,4.98
21.243,1.063e4,147.142,4.976
21.293,1.064e4,145.47,4.973
21.343,1.065e4,143.799,4.968
21.393,1.065e4,142.13,4.964
21.443,1.066e4,140.462,4.96
21.493,1.067e4,138.796,4.955
21.543,1.067e4,137.131,4.95
21.593,1.068e4,135.468,4.945
21.643,1.069e4,133.806,4.94
21.693,1.069e4,132.146,4.934
21.743,1.07e4,130.487,4.929
21.793,1.071e4,128.83,4.922
21.843,1.071e4,127.174,4.916
21.893,1.072e4,125.519,4.909
21.943,1.073e4,123.866,4.903
21.993,1.073e4,122.215,4.895
22.043,1.074e4,120.564,4.888
22.093,1.074e4,118.915,4.88
22.143,1.075e4,117.268,4.871
22.193,1.076e4,115.622,4.863
22.243,1.076e4,113.977,4.854
22.293,1.077e4,112.333,4.844
22.343,1.077e4,110.691,4.834
22.393,1.078e4,109.05,4.824
22.443,1.078e4,107.411,4.813
22.493,1.079e4,105.772,4.802
22.543,1.079e4,104.135,4.79
22.593,1.08e4,102.499,4.778
22.643,1.08e4,100.865,4.765
22.693,1.081e4,99.232,4.751
22.743,1.081e4,97.6,4.737
22.793,1.082e4,95.969,4.722
22.843,1.082e4,94.339,4.707
22.893,1.083e4,92.711,4.691
22.943,1.083e4,91.084,4.674
22.993,1.084e4,89.459,4.657
23.043,1.084e4,87.834,4.638
23.093,1.085e4,86.211,4.619
23.143,1.085e4,84.589,4.599
23.193,1.085e4,82.968,4.579
23.243,1.086e4,81.348,4.557
23.293,1.086e4,79.73,4.535
23.343,1.087e4,78.113,4.512
23.393,1.087e4,76.497,4.488
23.443,1.087e4,74.882,4.463
23.493,1.088e4,73.269,4.437
23.543,1.088e4,71.657,4.41
23.593,1.089e4,70.046,4.382
23.643,1.089e4,68.437,4.353
23.693,1.089e4,66.829,4.323
23.743,1.09e4,65.222,4.293
23.793,1.09e4,63.616,4.261
23.843,1.09e4,62.012,4.228
23.893,1.09e4,60.409,4.194
23.943,1.091e4,58.807,4.159
23.993,1.091e4,57.207,4.124
24.043,1.091e4,55.609,4.087
24.093,1.092e4,54.011,4.05
24.143,1.092e4,52.416,4.011
24.193,1.092e4,50.821,3.972
24.243,1.092e4,49.228,3.932
24.293,1.093e4,47.637,3.891
24.343,1.093e4,46.048,3.85
24.393,1.093e4,44.46,3.807
24.443,1.093e4,42.873,3.765
24.493,1.094e4,41.289,3.721
24.543,1.094e4,39.706,3.678
24.593,1.094e4,38.125,3.633
24.643,1.094e4,36.545,3.589
24.693,1.094e4,34.968,3.544
24.743,1.094e4,33.393,3.5
24.793,1.095e4,31.819,3.455
24.843,1.095e4,30.248,3.41
24.893,1.095e4,28.678,3.366
24.943,1.095e4,27.111,3.322
24.993,1.095e4,25.546,3.278
25.043,1.095e4,23.984,3.235
25.093,1.095e4,22.423,3.192
25.143,1.096e4,20.866,3.15
25.193,1.096e4,19.31,3.109
25.243,1.096e4,17.757,3.069
25.293,1.096e4,16.207,3.03
25.343,1.096e4,14.659,2.992
25.393,1.096e4,13.114,2.955
25.443,1.096e4,11.572,2.92
25.493,1.096e4,10.032,2.886
25.543,1.096e4,8.495,2.853
25.593,1.096e4,6.961,2.822
25.643,1.096e4,5.43,2.793
25.693,1.096e4,3.901,2.766
25.743,1.096e4,2.376,2.74
25.793,1.096e4,0.853,2.716
# Event APOGEE occurred at t=25.843 seconds
25.843,1.096e4,-0.667,2.694
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=25.844 seconds
25.893,1.096e4,-2.185,2.674
25.898,1.096e4,-2.337,NaN
26.304,1.096e4,-15.188,NaN
26.754,1.095e4,-28.307,NaN
27.254,1.093e4,-41.648,NaN
27.754,1.091e4,-53.5,NaN
28.254,1.088e4,-63.729,NaN
28.739,1.085e4,-72.036,NaN
29.239,1.081e4,-79.012,NaN
29.739,1.077e4,-84.514,NaN
30.239,1.072e4,-88.749,NaN
30.739,1.068e4,-91.941,NaN
31.239,1.063e4,-94.307,NaN
31.739,1.058e4,-96.033,NaN
32.239,1.054e4,-97.275,NaN
32.739,1.049e4,-98.156,NaN
33.239,1.044e4,-98.771,NaN
33.739,1.039e4,-99.192,NaN
34.239,1.034e4,-99.471,NaN
34.739,1.029e4,-99.649,NaN
35.239,1.024e4,-99.754,NaN
35.739,1.019e4,-99.807,NaN
36.239,1.014e4,-99.822,NaN
36.739,1.009e4,-99.811,NaN
37.239,1.004e4,-99.781,NaN
37.739,9989.455,-99.737,NaN
38.239,9939.599,-99.684,NaN
38.739,9889.772,-99.625,NaN
39.239,9839.976,-99.56,NaN
39.739,9790.213,-99.493,NaN
40.239,9740.484,-99.422,NaN
40.739,9690.792,-99.348,NaN
41.239,9641.137,-99.272,NaN
41.739,9591.519,-99.196,NaN
42.239,9541.941,-99.119,NaN
42.739,9492.401,-99.041,NaN
43.239,9442.9,-98.964,NaN
43.739,9393.437,-98.886,NaN
44.239,9344.014,-98.808,NaN
44.739,9294.629,-98.731,NaN
45.239,9245.283,-98.654,NaN
45.739,9195.975,-98.577,NaN
46.239,9146.706,-98.5,NaN
46.739,9097.475,-98.423,NaN
47.239,9048.283,-98.347,NaN
47.739,8999.128,-98.271,NaN
48.239,8950.012,-98.195,NaN
48.739,8900.933,-98.12,NaN
49.239,8851.892,-98.045,NaN
49.739,8802.888,-97.97,NaN
50.239,8753.922,-97.895,NaN
50.739,8704.992,-97.821,NaN
51.239,8656.1,-97.747,NaN
51.739,8607.245,-97.673,NaN
52.239,8558.427,-97.6,NaN
52.739,8509.645,-97.527,NaN
53.239,8460.9,-97.454,NaN
53.739,8412.191,-97.381,NaN
54.239,8363.519,-97.309,NaN
54.739,8314.882,-97.237,NaN
55.239,8266.282,-97.165,NaN
55.739,8217.717,-97.093,NaN
56.239,8169.188,-97.022,NaN
56.739,8120.695,-96.95,NaN
57.239,8072.239,-96.877,NaN
57.739,8023.819,-96.804,NaN
58.239,7975.435,-96.73,NaN
58.739,7927.089,-96.656,NaN
59.239,7878.779,-96.582,NaN
59.739,7830.507,-96.508,NaN
60.239,7782.271,-96.435,NaN
60.739,7734.072,-96.362,NaN
61.239,7685.909,-96.289,NaN
61.739,7637.783,-96.216,NaN
62.239,7589.693,-96.143,NaN
62.739,7541.64,-96.071,NaN
63.239,7493.622,-95.999,NaN
63.739,7445.641,-95.927,NaN
64.239,7397.695,-95.856,NaN
64.739,7349.785,-95.784,NaN
65.239,7301.911,-95.713,NaN
65.739,7254.072,-95.643,NaN
66.239,7206.268,-95.572,NaN
66.739,7158.499,-95.502,NaN
67.239,7110.766,-95.432,NaN
67.739,7063.067,-95.362,NaN
68.239,7015.404,-95.293,NaN
68.739,6967.775,-95.224,NaN
69.239,6920.18,-95.155,NaN
69.739,6872.62,-95.086,NaN
70.239,6825.094,-95.017,NaN
70.739,6777.602,-94.949,NaN
71.239,6730.145,-94.881,NaN
71.739,6682.721,-94.813,NaN
72.239,6635.331,-94.746,NaN
72.739,6587.975,-94.679,NaN
73.239,6540.652,-94.612,NaN
73.739,6493.363,-94.544,NaN
74.239,6446.108,-94.476,NaN
74.739,6398.888,-94.407,NaN
75.239,6351.702,-94.338,NaN
75.739,6304.55,-94.268,NaN
76.239,6257.433,-94.199,NaN
76.739,6210.351,-94.13,NaN
77.239,6163.303,-94.061,NaN
77.739,6116.29,-93.992,NaN
78.239,6069.312,-93.923,NaN
78.739,6022.367,-93.854,NaN
79.239,5975.457,-93.786,NaN
79.739,5928.581,-93.718,NaN
80.239,5881.739,-93.65,NaN
80.739,5834.931,-93.583,NaN
81.239,5788.156,-93.516,NaN
81.739,5741.415,-93.448,NaN
82.239,5694.708,-93.382,NaN
82.739,5648.033,-93.315,NaN
83.239,5601.392,-93.249,NaN
83.739,5554.785,-93.182,NaN
84.239,5508.21,-93.117,NaN
84.739,5461.668,-93.051,NaN
85.239,5415.159,-92.985,NaN
85.739,5368.683,-92.92,NaN
86.239,5322.239,-92.855,NaN
86.739,5275.827,-92.791,NaN
87.239,5229.448,-92.726,NaN
87.739,5183.101,-92.662,NaN
88.239,5136.786,-92.598,NaN
88.739,5090.504,-92.534,NaN
89.239,5044.253,-92.47,NaN
89.739,4998.033,-92.407,NaN
90.239,4951.846,-92.343,NaN
90.739,4905.69,-92.28,NaN
91.239,4859.566,-92.217,NaN
91.739,4813.473,-92.153,NaN
92.239,4767.413,-92.088,NaN
92.739,4721.385,-92.023,NaN
93.239,4675.39,-91.958,NaN
93.739,4629.427,-91.893,NaN
94.239,4583.497,-91.827,NaN
94.739,4537.6,-91.762,NaN
95.239,4491.735,-91.698,NaN
95.739,4445.902,-91.633,NaN
96.239,4400.102,-91.568,NaN
96.739,4354.334,-91.504,NaN
97.239,4308.598,-91.44,NaN
97.739,4262.893,-91.376,NaN
98.239,4217.221,-91.313,NaN
98.739,4171.58,-91.249,NaN
99.239,4125.972,-91.186,NaN
99.739,4080.394,-91.123,NaN
100.239,4034.848,-91.061,NaN
100.739,3989.333,-90.998,NaN
101.239,3943.85,-90.936,NaN
101.739,3898.397,-90.874,NaN
102.239,3852.976,-90.812,NaN
102.739,3807.586,-90.75,NaN
103.239,3762.226,-90.689,NaN
103.739,3716.897,-90.627,NaN
104.239,3671.598,-90.566,NaN
104.739,3626.33,-90.506,NaN
105.239,3581.093,-90.445,NaN
105.739,3535.885,-90.385,NaN
106.239,3490.708,-90.324,NaN
106.739,3445.561,-90.264,NaN
107.239,3400.444,-90.204,NaN
107.739,3355.356,-90.145,NaN
108.239,3310.299,-90.085,NaN
108.739,3265.271,-90.026,NaN
109.239,3220.273,-89.967,NaN
109.739,3175.305,-89.906,NaN
110.239,3130.367,-89.845,NaN
110.739,3085.46,-89.784,NaN
111.239,3040.583,-89.722,NaN
111.739,2995.737,-89.661,NaN
112.239,2950.922,-89.6,NaN
112.739,2906.137,-89.539,NaN
113.239,2861.383,-89.478,NaN
113.739,2816.66,-89.417,NaN
114.239,2771.966,-89.356,NaN
114.739,2727.303,-89.296,NaN
115.239,2682.671,-89.235,NaN
115.739,2638.068,-89.175,NaN
116.239,2593.495,-89.115,NaN
116.739,2548.952,-89.056,NaN
117.239,2504.439,-88.996,NaN
117.739,2459.956,-88.937,NaN
118.239,2415.502,-88.878,NaN
118.739,2371.078,-88.819,NaN
119.239,2326.683,-88.76,NaN
119.739,2282.318,-88.702,NaN
120.239,2237.981,-88.644,NaN
120.739,2193.674,-88.585,NaN
121.239,2149.396,-88.527,NaN
121.739,2105.146,-88.47,NaN
122.239,2060.926,-88.412,NaN
122.739,2016.734,-88.355,NaN
123.239,1972.571,-88.298,NaN
123.739,1928.437,-88.241,NaN
124.239,1884.33,-88.184,NaN
124.739,1840.253,-88.127,NaN
125.239,1796.203,-88.071,NaN
